ride_pk,ride_id,customer_id,driver_id,booking_status,date,time,pickup_location,drop_location,ride_distance,booking_value,payment_method,customer_rating,avg_vtat_tratado,avg_ctat_tratado
516,""CNR7089866"",""CID8788583"",6,Completed,2024-06-18,00:00:19,"Rohini East","Basai Dhankot",19.20,360.00,"Uber Wallet",4,14.00,17.90
517,""CNR8341687"",""CID8711272"",3,Completed,2024-12-28,00:00:14,"Jor Bagh","Nirman Vihar",28.84,828.00,UPI,4,2.10,31.70
518,""CNR9138999"",""CID6864518"",22,Completed,2024-04-14,00:00:08,"Khan Market",Bhiwadi,33.08,791.00,UPI,5,12.10,19.70
519,""CNR4704280"",""CID7724201"",9,Completed,2024-06-10,00:00:20,Karkarduma,"Ambience Mall",10.88,529.00,UPI,5,10.50,18.00
520,""CNR9540934"",""CID8987509"",16,Completed,2024-11-08,00:00:17,"Lok Kalyan Marg","Preet Vihar",43.40,306.00,UPI,5,9.70,36.40
521,""CNR9190112"",""CID2588384"",14,Completed,2024-02-10,00:00:08,Ghaziabad,"Moti Nagar",15.83,131.00,"Credit Card",4,3.30,25.80
522,""CNR3039145"",""CID8157003"",22,Completed,2024-05-13,00:00:17,"Shastri Park",Narsinghpur,9.61,651.00,"Debit Card",5,5.10,23.20
523,""CNR1456049"",""CID5722305"",22,Completed,2024-07-27,00:00:19,Peeragarhi,Pulbangash,2.69,412.00,"Debit Card",4,2.90,30.10
524,""CNR9910547"",""CID7267162"",8,"Cancelled by Driver",2024-01-31,00:00:09,"Botanical Garden",Panipat,0.00,0.00,"Não informado",0,6.90,29.14
525,""CNR4505039"",""CID8601598"",6,Completed,2024-05-26,00:00:10,"Vasant Kunj","Vatika Chowk",12.52,984.00,Cash,5,6.60,33.90
526,""CNR2898050"",""CID1516570"",6,Completed,2024-03-31,00:00:21,"DLF Phase 3",Okhla,27.76,375.00,UPI,4,12.40,31.70
527,""CNR2066912"",""CID7868182"",1,"Cancelled by Driver",2024-09-19,00:00:14,"Saket A Block",Sultanpur,0.00,0.00,"Não informado",0,7.00,29.14
528,""CNR4694217"",""CID6623498"",2,"Cancelled by Driver",2024-01-05,00:00:11,"Subhash Chowk",Badshahpur,0.00,0.00,"Não informado",0,5.10,29.14
529,""CNR9086694"",""CID1564650"",6,Completed,2024-12-22,00:00:04,Jahangirpuri,Rohini,7.70,651.00,"Uber Wallet",4,9.70,31.70
530,""CNR3614133"",""CID1919404"",3,Completed,2024-05-08,00:00:22,Pulbangash,Akshardham,23.21,415.00,"Uber Wallet",5,8.20,37.30
531,""CNR5925227"",""CID9346641"",13,"Cancelled by Driver",2024-07-15,00:00:17,"Palam Vihar","Gwal Pahari",0.00,0.00,"Não informado",0,8.50,29.14
532,""CNR2270165"",""CID1036906"",2,"Cancelled by Customer",2024-04-26,00:00:14,"Greater Kailash","Lok Kalyan Marg",0.00,0.00,"Não informado",0,11.40,29.14
533,""CNR5568712"",""CID1277528"",12,"Cancelled by Driver",2024-07-24,00:00:15,Saket,"Ashok Vihar",0.00,0.00,"Não informado",0,7.20,29.14
534,""CNR8002088"",""CID7591158"",8,"Cancelled by Driver",2024-01-13,00:00:08,"Shastri Nagar",Jasola,0.00,0.00,"Não informado",0,4.70,29.14
535,""CNR4151102"",""CID4892044"",4,Completed,2024-06-30,00:00:11,Khandsa,"Cyber Hub",29.21,727.00,UPI,5,3.40,43.30
536,""CNR4083167"",""CID7168786"",1,"Cancelled by Driver",2024-08-30,00:00:18,Chanakyapuri,"DLF City Court",0.00,0.00,"Não informado",0,3.40,29.14
537,""CNR4899122"",""CID7879061"",16,Completed,2024-02-15,00:00:07,Manesar,"Mansarovar Park",30.45,302.00,UPI,4,13.10,15.20
538,""CNR3404014"",""CID5570791"",8,"Cancelled by Customer",2024-10-20,00:00:20,"Sarai Kale Khan","Raj Nagar Extension",0.00,0.00,"Não informado",0,7.60,29.14
539,""CNR4980486"",""CID7482953"",13,"Cancelled by Driver",2024-04-26,00:00:18,Moolchand,Chanakyapuri,0.00,0.00,"Não informado",0,8.70,29.14
540,""CNR3125291"",""CID5686688"",12,"Cancelled by Driver",2024-05-18,00:00:21,"IMT Manesar","Jor Bagh",0.00,0.00,"Não informado",0,6.30,29.14
541,""CNR8788210"",""CID5582299"",2,"Cancelled by Customer",2024-02-28,00:00:15,Ashram,"New Colony",0.00,0.00,"Não informado",0,6.50,29.14
542,""CNR2199295"",""CID4892084"",25,Completed,2024-11-11,00:00:20,Madipur,"Tagore Garden",2.09,392.00,UPI,5,5.40,16.80
543,""CNR5805639"",""CID6316344"",12,"Cancelled by Driver",2024-11-19,00:00:21,"Pragati Maidan","Chirag Delhi",0.00,0.00,"Não informado",0,7.90,29.14
544,""CNR8410773"",""CID5525050"",8,"Cancelled by Customer",2024-12-23,00:00:18,"Adarsh Nagar","Botanical Garden",0.00,0.00,"Não informado",0,10.90,29.14
545,""CNR5442189"",""CID9403434"",9,Completed,2024-11-09,00:00:17,Azadpur,Karkarduma,43.22,1052.00,Cash,5,2.70,42.80
546,""CNR1278315"",""CID8911337"",12,"Cancelled by Driver",2024-10-06,00:00:07,"Shastri Nagar","Noida Film City",0.00,0.00,"Não informado",0,11.60,29.14
547,""CNR7527478"",""CID4894520"",6,Completed,2024-10-18,00:00:23,"Shivaji Park","Tagore Garden",48.69,921.00,"Uber Wallet",5,13.30,35.80
548,""CNR4725147"",""CID7166094"",21,Completed,2024-04-17,00:00:13,"Mandi House","Rohini West",25.96,189.00,"Credit Card",5,3.90,25.60
549,""CNR5654141"",""CID9881226"",12,Incomplete,2024-08-20,00:00:16,Indraprastha,"Jor Bagh",18.89,314.00,"Debit Card",0,7.30,22.10
550,""CNR9308880"",""CID9048500"",9,Completed,2024-12-13,00:00:13,"Moti Nagar","Bhikaji Cama Place",19.14,115.00,Cash,5,9.60,24.70
551,""CNR7223634"",""CID5611923"",5,Completed,2024-11-02,00:00:19,Chanakyapuri,"Mandi House",15.33,670.00,"Credit Card",4,7.90,33.80
552,""CNR8908186"",""CID1060467"",21,Completed,2024-07-11,00:00:14,Kaushambi,"Ghitorni Village",27.13,751.00,UPI,5,12.30,35.30
553,""CNR6098250"",""CID2595479"",6,Completed,2024-10-12,00:00:16,"Tagore Garden",Kalkaji,16.32,517.00,UPI,5,11.60,15.60
554,""CNR7860349"",""CID5161952"",9,Completed,2024-09-29,00:00:12,"Faridabad Sector 15",Janakpuri,18.13,928.00,Cash,5,3.30,42.60
555,""CNR7774098"",""CID1535567"",7,Completed,2024-02-29,00:00:12,Pulbangash,"Vasant Kunj",27.52,336.00,UPI,4,6.40,38.50
556,""CNR8990210"",""CID6785239"",8,"No Driver Found",2024-08-03,00:00:12,"Model Town",Rithala,0.00,0.00,"Não informado",0,8.49,29.14
557,""CNR1604843"",""CID3650524"",10,Completed,2024-07-15,00:00:06,"Satguru Ram Singh Marg","Sushant Lok",4.96,476.00,Cash,4,15.00,44.50
558,""CNR5743864"",""CID4720271"",2,"Cancelled by Driver",2024-04-09,00:00:17,"INA Market","Netaji Subhash Place",0.00,0.00,"Não informado",0,10.20,29.14
559,""CNR7721257"",""CID4783718"",26,Completed,2024-08-13,00:00:12,"Nirman Vihar","Hero Honda Chowk",12.29,104.00,Cash,5,13.90,17.90
560,""CNR7360556"",""CID6551070"",3,Completed,2024-08-17,00:00:15,"Chandni Chowk","Noida Sector 62",7.29,579.00,UPI,5,10.70,43.10
561,""CNR6248078"",""CID5434628"",7,Completed,2024-08-22,00:00:12,"Karol Bagh","Chandni Chowk",44.75,181.00,Cash,4,11.00,41.60
562,""CNR7698052"",""CID7071135"",22,Completed,2024-03-15,00:00:16,"Chandni Chowk","IFFCO Chowk",46.07,1727.00,"Credit Card",4,4.30,23.60
563,""CNR4456848"",""CID8988573"",12,"Cancelled by Driver",2024-10-26,00:00:19,"Nirman Vihar","Pragati Maidan",0.00,0.00,"Não informado",0,4.40,29.14
564,""CNR5540432"",""CID3241367"",8,"Cancelled by Driver",2024-04-07,00:00:22,Pitampura,"Botanical Garden",0.00,0.00,"Não informado",0,11.40,29.14
565,""CNR3418737"",""CID4772721"",6,Completed,2024-01-17,00:00:09,Moolchand,"Punjabi Bagh",22.75,339.00,Cash,5,11.60,20.40
566,""CNR2312629"",""CID6034675"",6,Completed,2024-07-14,00:00:21,Sonipat,"Dwarka Sector 21",31.30,833.00,"Uber Wallet",4,6.70,23.60
567,""CNR3442968"",""CID3217784"",17,Completed,2024-01-18,00:00:05,Khandsa,"Faridabad Sector 15",11.62,221.00,UPI,5,5.80,42.40
568,""CNR5362803"",""CID7155427"",2,"Cancelled by Driver",2024-11-08,00:00:07,"Rajouri Garden",Rohini,0.00,0.00,"Não informado",0,11.70,29.14
569,""CNR8068355"",""CID2908322"",7,Completed,2024-04-29,00:00:10,Shahdara,"New Delhi Railway Station",27.19,368.00,UPI,4,11.30,23.00
570,""CNR7320481"",""CID1745963"",10,Completed,2024-04-11,00:00:19,Khandsa,"Huda City Centre",10.34,770.00,UPI,4,13.00,35.40
571,""CNR9625360"",""CID7198592"",16,Completed,2024-04-08,00:00:17,"India Gate","Ghitorni Village",5.24,140.00,UPI,5,3.30,19.20
572,""CNR7564013"",""CID9512652"",6,Completed,2024-10-24,00:00:13,"Connaught Place","Sushant Lok",31.52,249.00,UPI,4,13.90,19.80
573,""CNR4088153"",""CID4916643"",6,Completed,2024-07-06,00:00:18,"Ashok Park Main","Kashmere Gate ISBT",19.44,163.00,Cash,4,4.60,40.60
574,""CNR3300635"",""CID8726709"",6,Completed,2024-12-01,00:00:18,"Sushant Lok","Botanical Garden",32.47,1764.00,Cash,4,6.70,31.30
575,""CNR7198703"",""CID7566355"",1,"No Driver Found",2024-12-01,00:00:10,"Mansarovar Park","Keshav Puram",0.00,0.00,"Não informado",0,8.49,29.14
576,""CNR5366935"",""CID9046824"",26,Completed,2024-09-21,00:00:15,"Lok Kalyan Marg",Govindpuri,39.56,354.00,Cash,4,8.20,21.60
577,""CNR5738309"",""CID3264136"",12,"Cancelled by Driver",2024-05-13,00:00:04,"Vatika Chowk",Okhla,0.00,0.00,"Não informado",0,8.80,29.14
578,""CNR2751689"",""CID2451322"",2,"Cancelled by Driver",2024-02-10,00:00:22,"Cyber Hub","MG Road",0.00,0.00,"Não informado",0,6.50,29.14
579,""CNR1407518"",""CID4174424"",5,Completed,2024-03-31,00:00:19,Badarpur,"Ghitorni Village",33.54,124.00,UPI,4,14.40,16.00
580,""CNR9764222"",""CID7115581"",22,Completed,2024-03-09,00:00:09,"Bhikaji Cama Place",ITO,6.69,537.00,UPI,5,14.60,25.50
581,""CNR8216364"",""CID7366872"",17,Completed,2024-06-22,00:00:20,Ghitorni,"Old Gurgaon",20.15,1316.00,UPI,4,12.70,32.40
582,""CNR4859116"",""CID7339139"",13,Incomplete,2024-07-08,00:00:10,"IIT Delhi","Vatika Chowk",8.40,328.00,UPI,0,6.30,17.30
583,""CNR5062372"",""CID4198911"",15,"Cancelled by Customer",2024-11-12,00:00:19,Peeragarhi,"IIT Delhi",0.00,0.00,"Não informado",0,9.80,29.14
584,""CNR3842641"",""CID1750914"",6,Completed,2024-02-24,00:00:17,"Jama Masjid","IFFCO Chowk",21.07,733.00,Cash,5,14.80,23.50
585,""CNR4460316"",""CID6444247"",2,"Cancelled by Driver",2024-10-31,00:00:14,"Noida Film City",Badshahpur,0.00,0.00,"Não informado",0,9.00,29.14
586,""CNR1323410"",""CID4463798"",16,Completed,2024-06-21,00:00:08,"Vatika Chowk",Bahadurgarh,12.52,298.00,"Debit Card",5,4.50,34.20
587,""CNR2250312"",""CID3180078"",14,Completed,2024-06-14,00:00:09,"Rajouri Garden",Tughlakabad,43.87,858.00,UPI,5,4.90,39.20
588,""CNR4635927"",""CID7012211"",2,"No Driver Found",2024-04-24,00:00:17,Madipur,"South Extension",0.00,0.00,"Não informado",0,8.49,29.14
589,""CNR9536120"",""CID9337094"",6,Completed,2024-11-11,00:00:16,"Greater Noida",Badarpur,32.54,467.00,UPI,5,6.10,43.80
590,""CNR7195310"",""CID6035944"",10,Completed,2024-02-13,00:00:16,Indraprastha,Welcome,16.85,823.00,"Uber Wallet",5,7.60,19.50
591,""CNR5828425"",""CID8430067"",19,Completed,2024-12-14,00:00:08,Jahangirpuri,"Kirti Nagar",30.16,413.00,UPI,4,8.40,37.10
592,""CNR5197707"",""CID8536713"",16,Completed,2024-09-05,00:00:13,"Raj Nagar Extension",Seelampur,46.99,432.00,Cash,5,9.20,24.30
593,""CNR5254201"",""CID5776348"",14,Completed,2024-09-06,00:00:23,"Jor Bagh",Madipur,30.43,455.00,UPI,4,5.30,35.80
594,""CNR8163591"",""CID2960805"",2,"Cancelled by Customer",2024-07-21,00:00:18,"Lok Kalyan Marg","New Colony",0.00,0.00,"Não informado",0,9.10,29.14
595,""CNR1176861"",""CID5753303"",8,"Cancelled by Driver",2024-07-22,00:00:10,"GTB Nagar","Rohini West",0.00,0.00,"Não informado",0,5.40,29.14
596,""CNR5785463"",""CID8295105"",5,Completed,2024-09-15,00:00:06,"South Extension","Faridabad Sector 15",42.68,450.00,UPI,4,4.80,38.60
597,""CNR6919794"",""CID6774748"",6,Completed,2024-10-21,00:00:11,Bahadurgarh,Manesar,20.76,770.00,UPI,4,12.20,34.00
598,""CNR9843847"",""CID6799716"",22,Completed,2024-08-01,00:00:06,"Ramesh Nagar",Jasola,6.58,875.00,UPI,4,9.80,43.50
599,""CNR4392706"",""CID6689563"",6,Completed,2024-06-06,00:00:19,"Sadar Bazar Gurgaon","Green Park",16.41,141.00,Cash,5,14.00,17.70
600,""CNR9228185"",""CID7967244"",16,Completed,2024-02-15,00:00:20,"Sadar Bazar Gurgaon","Paschim Vihar",10.89,212.00,Cash,5,6.10,23.20
601,""CNR5605609"",""CID4841601"",15,"Cancelled by Driver",2024-08-12,00:00:11,"DLF Phase 3","Raj Nagar Extension",0.00,0.00,"Não informado",0,11.50,29.14
602,""CNR6160275"",""CID5501411"",11,Completed,2024-06-18,00:00:17,Ashram,"Noida Sector 62",49.26,630.00,Cash,4,8.90,19.20
603,""CNR2204332"",""CID8779024"",4,Completed,2024-01-08,00:00:16,"Golf Course Road",Vaishali,46.60,263.00,Cash,4,6.50,32.80
604,""CNR7064469"",""CID1757129"",25,Completed,2024-06-03,00:00:05,"Rohini West","Qutub Minar",16.76,807.00,"Uber Wallet",5,12.20,36.10
605,""CNR8106259"",""CID3123435"",4,Completed,2024-10-02,00:00:09,"Vidhan Sabha","Shastri Nagar",45.71,418.00,UPI,5,4.30,19.80
606,""CNR6657363"",""CID8258687"",14,Completed,2024-09-04,00:00:16,"Sadar Bazar Gurgaon","Greater Noida",8.34,268.00,Cash,4,11.10,16.50
607,""CNR5009960"",""CID4647984"",15,"Cancelled by Driver",2024-07-11,00:00:19,"Green Park","Sohna Road",0.00,0.00,"Não informado",0,6.00,29.14
608,""CNR5012798"",""CID6112870"",13,"No Driver Found",2024-02-18,00:00:17,Kalkaji,"Nehru Place",0.00,0.00,"Não informado",0,8.49,29.14
609,""CNR1557346"",""CID3922737"",8,Incomplete,2024-08-08,00:00:21,Indraprastha,"Gurgaon Sector 56",4.60,953.00,UPI,0,8.90,21.20
610,""CNR5966048"",""CID1071287"",11,Completed,2024-08-28,00:00:08,Pulbangash,"Greater Noida",48.84,773.00,"Uber Wallet",5,10.60,41.90
611,""CNR3253442"",""CID8239451"",13,"Cancelled by Driver",2024-10-02,00:00:16,"Shivaji Park","Greater Kailash",0.00,0.00,"Não informado",0,11.60,29.14
612,""CNR4963206"",""CID9374785"",22,Completed,2024-01-29,00:00:15,"Greater Noida","New Colony",34.83,137.00,UPI,4,9.10,29.00
613,""CNR4067782"",""CID6180494"",6,Completed,2024-11-07,00:00:19,"Kirti Nagar","Sushant Lok",27.67,215.00,"Debit Card",4,9.90,41.10
614,""CNR9310811"",""CID9760512"",16,Completed,2024-03-22,00:00:19,Indirapuram,"Vatika Chowk",21.68,113.00,UPI,4,11.00,37.50
615,""CNR5984068"",""CID4463716"",15,"Cancelled by Customer",2024-08-04,00:00:11,Paharganj,Vishwavidyalaya,0.00,0.00,"Não informado",0,12.70,29.14
616,""CNR2440013"",""CID5614936"",6,Completed,2024-09-13,00:00:12,Mundka,"Noida Sector 62",5.27,343.00,"Uber Wallet",5,7.20,18.30
617,""CNR1014047"",""CID5187884"",7,Completed,2024-05-25,00:00:16,Peeragarhi,"Patel Chowk",2.65,477.00,UPI,4,2.70,26.30
618,""CNR4429410"",""CID2136964"",2,"No Driver Found",2024-09-21,00:00:14,Tughlakabad,"IGNOU Road",0.00,0.00,"Não informado",0,8.49,29.14
619,""CNR7340675"",""CID9775644"",27,Completed,2024-05-09,00:00:15,"Shivaji Park",Azadpur,15.33,523.00,Cash,5,14.10,29.00
620,""CNR4839889"",""CID2622337"",5,Completed,2024-11-26,00:00:23,"Udyog Bhawan","Raj Nagar Extension",48.96,601.00,UPI,4,9.60,17.10
621,""CNR4201157"",""CID9760707"",8,Incomplete,2024-03-08,00:00:21,Kaushambi,Pitampura,5.11,698.00,"Debit Card",0,3.60,21.90
622,""CNR2269173"",""CID3033035"",5,Completed,2024-03-18,00:00:12,"Samaypur Badli","Paschim Vihar",35.76,2145.00,"Debit Card",5,4.60,22.70
623,""CNR3506770"",""CID1564724"",21,Completed,2024-05-08,00:00:19,"Green Park","Jama Masjid",36.19,313.00,UPI,4,7.70,44.20
624,""CNR6855175"",""CID2378462"",15,"Cancelled by Driver",2024-05-07,00:00:06,"RK Puram",ITO,0.00,0.00,"Não informado",0,10.90,29.14
625,""CNR8859781"",""CID5490176"",16,Completed,2024-08-29,00:00:08,"Central Secretariat","India Gate",18.15,480.00,UPI,5,12.20,19.50
626,""CNR2961611"",""CID3190517"",16,Completed,2024-09-06,00:00:22,"Pragati Maidan","RK Puram",18.58,953.00,"Debit Card",4,12.70,23.00
627,""CNR5009691"",""CID2286725"",13,"Cancelled by Customer",2024-12-05,00:00:08,Khandsa,Paharganj,0.00,0.00,"Não informado",0,13.00,29.14
628,""CNR6785751"",""CID9577024"",10,Completed,2024-03-21,00:00:21,"Central Secretariat","Lok Kalyan Marg",43.05,440.00,Cash,5,11.90,18.90
629,""CNR6145087"",""CID7713985"",6,Completed,2024-06-26,00:00:19,"Raj Nagar Extension",Saket,42.69,62.00,Cash,4,14.90,24.80
630,""CNR7704384"",""CID2670324"",8,"Cancelled by Driver",2024-11-25,00:00:13,"Rajiv Nagar","Model Town",0.00,0.00,"Não informado",0,6.30,29.14
631,""CNR5943425"",""CID6866756"",6,Completed,2024-03-19,00:00:12,"Shivaji Park",Rohini,48.98,244.00,UPI,4,8.60,29.30
632,""CNR5469894"",""CID9066685"",17,Completed,2024-06-07,00:00:08,Kadarpur,Ghaziabad,37.90,375.00,Cash,5,7.10,36.80
633,""CNR1130715"",""CID1461556"",23,Completed,2024-03-06,00:00:22,"Rohini East",Ashram,49.30,499.00,UPI,5,4.30,17.70
634,""CNR1152211"",""CID5831862"",15,"Cancelled by Customer",2024-01-28,00:00:15,"Hauz Rani","Kirti Nagar",0.00,0.00,"Não informado",0,7.70,29.14
635,""CNR8242907"",""CID7973188"",16,Completed,2024-06-26,00:00:07,"Model Town",Jahangirpuri,18.49,296.00,UPI,5,8.80,15.90
636,""CNR1519687"",""CID5319443"",12,"Cancelled by Customer",2024-09-29,00:00:17,Vishwavidyalaya,"Tagore Garden",0.00,0.00,"Não informado",0,20.00,29.14
637,""CNR2478211"",""CID2555454"",14,Completed,2024-06-27,00:00:08,"Maidan Garhi","Golf Course Road",33.22,167.00,"Credit Card",4,3.90,19.90
638,""CNR7336649"",""CID6486485"",8,"Cancelled by Driver",2024-06-30,00:00:14,"Huda City Centre","IIT Delhi",0.00,0.00,"Não informado",0,10.40,29.14
639,""CNR2566387"",""CID1160147"",8,"Cancelled by Driver",2024-07-08,00:00:23,"Sarojini Nagar",Govindpuri,0.00,0.00,"Não informado",0,6.90,29.14
640,""CNR6303514"",""CID7192109"",18,"Cancelled by Driver",2024-10-31,00:00:18,Azadpur,Saket,0.00,0.00,"Não informado",0,11.60,29.14
641,""CNR9153217"",""CID4641211"",6,Completed,2024-01-14,00:00:10,"Dilshad Garden","Rajiv Nagar",2.38,824.00,UPI,5,13.70,19.70
642,""CNR2958687"",""CID1519444"",3,Completed,2024-05-05,00:00:11,"INA Market","Civil Lines Gurgaon",34.20,407.00,Cash,4,4.90,37.10
643,""CNR9244093"",""CID2684363"",25,Completed,2024-03-15,00:00:05,"RK Puram","Delhi Gate",3.59,752.00,"Uber Wallet",4,7.60,19.80
644,""CNR4505512"",""CID9972042"",22,Completed,2024-11-28,00:00:19,Azadpur,"Karol Bagh",30.56,354.00,UPI,5,9.70,41.90
645,""CNR2952471"",""CID7453414"",10,Completed,2024-07-09,00:00:17,Sikanderpur,"Ashok Park Main",13.69,164.00,UPI,5,14.30,24.40
646,""CNR6598077"",""CID6258739"",5,Completed,2024-01-26,00:00:08,"Kherki Daula Toll","Mansarovar Park",45.56,392.00,UPI,5,11.50,16.60
647,""CNR9384775"",""CID3283799"",15,"Cancelled by Driver",2024-08-31,00:00:09,"Gurgaon Sector 29","Mayur Vihar",0.00,0.00,"Não informado",0,7.90,29.14
648,""CNR8339893"",""CID4931264"",21,Completed,2024-01-07,00:00:13,"MG Road","Vatika Chowk",42.16,389.00,"Credit Card",4,9.30,28.70
649,""CNR8642454"",""CID5873082"",3,Completed,2024-06-20,00:00:19,"Subhash Nagar","Shivaji Park",38.28,474.00,UPI,4,5.40,33.10
650,""CNR4994271"",""CID7526547"",8,"Cancelled by Driver",2024-01-27,00:00:15,"Vasant Kunj","Central Secretariat",0.00,0.00,"Não informado",0,11.90,29.14
651,""CNR1394951"",""CID3357025"",21,Completed,2024-12-30,00:00:10,"New Delhi Railway Station","IMT Manesar",31.51,199.00,UPI,5,7.80,43.20
652,""CNR1407529"",""CID6340251"",8,"No Driver Found",2024-07-05,00:00:16,"Kashmere Gate",Panipat,0.00,0.00,"Não informado",0,8.49,29.14
653,""CNR4753901"",""CID5097394"",6,Completed,2024-11-16,00:00:01,"Delhi Gate","Preet Vihar",42.45,1428.00,"Uber Wallet",4,14.90,16.90
654,""CNR9691213"",""CID3621515"",17,Completed,2024-10-28,00:00:19,"Patel Chowk","Jor Bagh",16.06,85.00,Cash,5,8.80,26.80
655,""CNR8384151"",""CID1220681"",2,"No Driver Found",2024-09-09,00:00:07,"Old Gurgaon","Ghitorni Village",0.00,0.00,"Não informado",0,8.49,29.14
656,""CNR3021480"",""CID4650265"",21,Completed,2024-02-11,00:00:14,"Sarojini Nagar","Rajiv Nagar",38.24,550.00,UPI,5,9.50,22.50
657,""CNR5099092"",""CID6408750"",6,Completed,2024-03-01,00:00:15,"Ashok Park Main","Noida Extension",22.13,988.00,UPI,5,12.20,20.50
658,""CNR9417908"",""CID1765887"",2,"No Driver Found",2024-04-17,00:00:18,Narsinghpur,Indirapuram,0.00,0.00,"Não informado",0,8.49,29.14
659,""CNR5725380"",""CID7776460"",23,Completed,2024-05-23,00:00:12,"Mansarovar Park","Faridabad Sector 15",20.08,112.00,Cash,5,3.30,32.10
660,""CNR9210257"",""CID8880509"",13,"Cancelled by Driver",2024-10-06,00:00:19,Rithala,"Faridabad Sector 15",0.00,0.00,"Não informado",0,4.70,29.14
661,""CNR9628662"",""CID5384137"",5,Completed,2024-02-28,00:00:22,Peeragarhi,"Laxmi Nagar",45.98,81.00,UPI,4,13.50,29.70
662,""CNR4861079"",""CID8412868"",7,Completed,2024-07-17,00:00:18,Manesar,ITO,10.94,262.00,UPI,4,3.70,42.80
663,""CNR6840765"",""CID6985236"",6,Completed,2024-08-29,00:00:20,"Moti Nagar","Punjabi Bagh",49.84,259.00,"Uber Wallet",4,10.40,31.00
664,""CNR7149289"",""CID2607906"",4,Completed,2024-06-02,00:00:14,"New Delhi Railway Station","Rohini West",24.97,1350.00,Cash,3,8.80,33.10
665,""CNR5646656"",""CID7110646"",4,Completed,2024-12-16,00:00:21,Pitampura,"Kashmere Gate",32.94,302.00,Cash,5,14.30,23.90
666,""CNR9029118"",""CID1178335"",22,Completed,2024-07-23,00:00:06,"New Delhi Railway Station",Arjangarh,22.90,414.00,UPI,5,6.20,23.10
667,""CNR1382273"",""CID4784516"",10,Completed,2024-05-13,00:00:18,Tughlakabad,"Chandni Chowk",29.53,135.00,Cash,4,2.90,25.10
668,""CNR6853176"",""CID9879542"",6,Completed,2024-11-18,00:00:04,Ghitorni,"Ashok Park Main",32.84,212.00,"Credit Card",5,12.30,21.40
669,""CNR4173313"",""CID3059204"",6,Completed,2024-09-21,00:00:06,Kalkaji,"Model Town",3.77,865.00,UPI,4,13.20,32.60
670,""CNR6569520"",""CID8847335"",16,Completed,2024-05-07,00:00:22,"Huda City Centre",Shahdara,24.12,255.00,UPI,4,2.60,36.90
671,""CNR4180467"",""CID9145538"",7,Completed,2024-04-16,00:00:11,"IMT Manesar","Kashmere Gate ISBT",38.01,273.00,"Credit Card",4,5.60,32.60
672,""CNR2790295"",""CID1412150"",8,Incomplete,2024-11-10,00:00:17,"Bhikaji Cama Place","RK Puram",1.67,545.00,UPI,0,4.60,17.20
673,""CNR7051731"",""CID4562056"",16,Completed,2024-11-19,00:00:07,"Jor Bagh","India Gate",14.39,477.00,"Credit Card",4,4.60,27.30
674,""CNR7941158"",""CID5590862"",6,Completed,2024-10-11,00:00:10,"IGI Airport","Sarai Kale Khan",7.33,197.00,UPI,5,14.10,33.90
675,""CNR6060166"",""CID4821084"",7,Completed,2024-02-24,00:00:22,"Green Park",Kadarpur,38.63,366.00,"Credit Card",4,12.80,23.70
676,""CNR3654081"",""CID2244993"",7,Completed,2024-08-18,00:00:17,"Green Park","Khan Market",42.13,1595.00,UPI,4,2.10,19.70
677,""CNR5873302"",""CID9655995"",10,Completed,2024-08-13,00:00:07,Ashram,"Ambience Mall",24.16,391.00,"Credit Card",4,6.90,16.60
678,""CNR2376738"",""CID3235147"",22,Completed,2024-07-01,00:00:17,"Kherki Daula Toll","DLF Phase 3",33.08,313.00,UPI,4,2.60,27.90
679,""CNR9602212"",""CID5828701"",5,Completed,2024-05-01,00:00:22,Khandsa,"Lok Kalyan Marg",45.13,402.00,UPI,5,12.60,28.10
680,""CNR6592194"",""CID5470490"",22,Completed,2024-05-27,00:00:22,Chhatarpur,"Ardee City",14.15,62.00,Cash,4,4.00,30.10
681,""CNR7634326"",""CID9472411"",13,"Cancelled by Customer",2024-12-05,00:00:18,Mehrauli,AIIMS,0.00,0.00,"Não informado",0,9.90,29.14
682,""CNR2442969"",""CID6529917"",3,Completed,2024-12-04,00:00:17,Ghaziabad,"Sarojini Nagar",9.90,602.00,UPI,4,13.70,37.20
683,""CNR2445755"",""CID9195579"",8,Incomplete,2024-02-11,00:00:21,Manesar,AIIMS,6.09,545.00,UPI,0,10.00,28.90
684,""CNR2715860"",""CID6891894"",7,Completed,2024-05-31,00:00:14,"IMT Manesar","Rajiv Chowk",25.68,560.00,Cash,5,13.40,27.80
685,""CNR1203467"",""CID6344325"",8,Incomplete,2024-03-31,00:00:21,"Subhash Nagar","Greater Noida",5.41,1383.00,UPI,0,3.20,16.50
686,""CNR2694709"",""CID5054240"",21,Completed,2024-09-15,00:00:09,"Shivaji Park",Vishwavidyalaya,44.05,439.00,Cash,5,10.10,39.30
687,""CNR7417664"",""CID2502556"",13,"No Driver Found",2024-03-14,00:00:10,AIIMS,Paharganj,0.00,0.00,"Não informado",0,8.49,29.14
688,""CNR8464596"",""CID3292156"",5,Completed,2024-11-22,00:00:20,"Pragati Maidan","Punjabi Bagh",16.64,83.00,"Uber Wallet",4,10.70,32.00
